Gene_pairs,Score
"('AARS2', 'SNRNP70')",0.00705836029247
"('AARS2', 'SNRPB')",-0.449091094844
"('AARS2', 'SNRPC')",-1.56781597147
"('AARS2', 'SNRPD3')",-0.10139154136
"('AARS2', 'SNRPG')",0.845003246676
"('AARS2', 'SPAG7')",-0.391840042415
"('AARS2', 'SPATA5')",1.85082633035
"('AARS2', 'SRFBP1')",-0.386701764676
"('AARS2', 'SRP19')",-1.07271615513
"('AARS2', 'SRSF7')",0.70451536564
"('AARS2', 'SSB')",0.636628186196
"('AARS2', 'SSBP1')",2.21763237414
"('AARS2', 'STXBP4')",0.969710724083
"('AARS2', 'SYVN1')",0.254474450234
"('AARS2', 'TAF1')",-2.08780353784
"('AARS2', 'TAF1A')",-1.19239087599
"('AARS2', 'TAF2')",-1.8772544056
"('AARS2', 'TAZ')",-2.40635598043
"('AARS2', 'TBC1D31')",1.14894303097
"('AARS2', 'TBCB')",-1.84017543756
"('AARS2', 'TCF25')",-0.37695849205
"('AARS2', 'TCOF1')",1.1446529178
"('AARS2', 'TFB1M')",2.79207718119
"('AARS2', 'TGIF2')",0.920145096933
"('AARS2', 'TIMELESS')",-0.532066013723
"('AARS2', 'TIMM22')",0.0616490654929
"('AARS2', 'TIMM23B')",-0.846774922945
"('AARS2', 'TIMM9')",-0.971158979302
"('AARS2', 'TIPIN')",0.227512662616
"('AARS2', 'TMEM261')",0.922822658872
"('AARS2', 'TOMM22')",-0.591405686362
"('AARS2', 'TRA2B')",1.71365819227
"('AARS2', 'TRMT5')",0.482195560623
"('AARS2', 'TRNAU1AP')",-0.394732996719
"('AARS2', 'TRPM7')",0.186564898652
"('AARS2', 'TRRAP')",-1.7553080762
"('AARS2', 'TSEN2')",1.2435591153
"('AARS2', 'TTC4')",-1.46572330017
"('AARS2', 'TTI2')",-1.01367883438
"('AARS2', 'TUBB')",-0.808718826343
"('AARS2', 'TUBGCP3')",-0.587688773279
"('AARS2', 'TUBGCP4')",-1.12033564939
"('AARS2', 'TUBGCP5')",-0.568803267304
"('AARS2', 'UBA2')",-0.51703962933
"('AARS2', 'UBA3')",-0.0127542711433
"('AARS2', 'UMPS')",-0.166818602574
"('AARS2', 'UQCRB')",2.47351903565
"('AARS2', 'USE1')",0.122226652383
"('AARS2', 'USMG5')",0.111092497135
"('AARS2', 'VPS29')",-0.482329390325
"('AARS2', 'VPS4A')",0.50991402604
"('AARS2', 'VPS72')",0.23509107735
"('AARS2', 'WARS2')",0.392648339645
"('AARS2', 'WDR36')",0.161422963931
"('AARS2', 'WDR61')",1.98790214484
"('AARS2', 'WDR7')",0.382047711854
"('AARS2', 'WDR70')",-0.498813667133
"('AARS2', 'WDR77')",0.258871998647
"('AARS2', 'XPO1')",-1.30842852895
"('AARS2', 'XRN2')",1.3554605028
"('AARS2', 'YTHDC1')",-1.93485667429
"('AARS2', 'ZCCHC9')",0.106216008439
"('AARS2', 'ZMAT2')",0.53856516287
"('AARS2', 'ZMAT5')",-0.34327040593
"('AARS2', 'ZNF511')",-0.228991776615
"('AARS2', 'ZNF574')",0.450961878821
"('AARS2', 'ZNF598')",0.110105444161
"('AARS2', 'ZNF830')",-2.10525024777
"('AARS2', 'ZNHIT6')",-0.797719748957
"('AARS2', 'ZNRD1')",0.297604509486
"('AARS2', 'ZWINT')",0.301214197887
"('AARS2', 'negative')",-0.0164867388912
"('AATF', 'ABCB7')",0.551161568028
"('AATF', 'ACTL6A')",0.345809459981
"('AATF', 'ACTR10')",0.305598832889
"('AATF', 'ADAT2')",-0.205627537014
"('AATF', 'ADPRM')",-0.325865363871
"('AATF', 'AFG3L2')",-0.461410350149
"('AATF', 'ANAPC13')",-0.901687263179
"('AATF', 'ANKZF1')",-0.36785365018
"('AATF', 'APOOL')",-0.768505410568
"('AATF', 'ARGLU1')",1.42300953122
"('AATF', 'ARIH1')",-0.374939123218
"('AATF', 'ARL2')",0.57567792914
"('AATF', 'ASCC3')",0.6168504842
"('AATF', 'ASNA1')",1.46370813608
"('AATF', 'ATP1A1')",-0.932959987421
"('AATF', 'ATP5A1')",-0.361330706261
"('AATF', 'ATP5F1')",-0.619000342075
"('AATF', 'ATP5J2')",0.0457039683102
"('AATF', 'ATP6AP1')",-0.718153575305
"('AATF', 'ATP6V1G1')",-0.0858749005032
"('AATF', 'ATXN10')",-0.0591577761441
"('AATF', 'AURKA')",0.317591851744
"('AATF', 'BDP1')",-0.110117945923
"('AATF', 'BNIP1')",-0.0761987532737
"('AATF', 'BOD1L1')",1.92870572047
"('AATF', 'BTF3')",2.18234376491
"('AATF', 'BUB1B')",-0.62678647466
"('AATF', 'BUB3')",-0.579939681637
"('AATF', 'C11orf30')",0.97400214724
"('AATF', 'C14orf178')",-1.38769592903
"('AATF', 'C14orf2')",1.34305345449
"('AATF', 'C6orf203')",2.04589235526
"('AATF', 'C9orf114')",1.17204419435
"('AATF', 'CACTIN')",1.2911435937
"('AATF', 'CAMLG')",2.31542574469
"('AATF', 'CAPZB')",0.392476099238
"('AATF', 'CARS')",1.12897442846
"('AATF', 'CARS2')",-0.110244278786
"('AATF', 'CCDC84')",-0.867504556463
"('AATF', 'CCNK')",1.1342737512
"('AATF', 'CCT8')",0.318409685332
"('AATF', 'CDC16')",1.0700393544
"('AATF', 'CDC23')",-0.97076592866
"('AATF', 'CDC26')",0.250286756374
"('AATF', 'CDC27')",-0.706690723212
"('AATF', 'CDC40')",-0.824924995828
"('AATF', 'CDC73')",0.628650444957
"('AATF', 'CDCA8')",0.231633300812
"('AATF', 'CDK1')",0.274160435924
"('AATF', 'CDK12')",1.45740526809
"('AATF', 'CENPK')",-0.333154559537
"('AATF', 'CENPM')",-0.180203074191
"('AATF', 'CENPP')",0.848354609514
"('AATF', 'CENPW')",-0.0793058462327
"('AATF', 'CEP152')",-1.6350988556
"('AATF', 'CEP192')",-0.0793079307124
"('AATF', 'CEP63')",-0.222492100213
"('AATF', 'CHMP2A')",-1.73874381411
"('AATF', 'CIRH1A')",-0.853344481532
"('AATF', 'CIT')",-0.0198573494844
"('AATF', 'CKAP5')",0.800015372473
"('AATF', 'CLSPN')",-0.116284209343
"('AATF', 'CMAS')",-0.699108202217
"('AATF', 'CNOT1')",-0.197114787314
"('AATF', 'COA3')",0.369216538552
"('AATF', 'COG3')",0.510849145087
"('AATF', 'COPE')",0.224730901131
"('AATF', 'COPS2')",-0.147318280568
"('AATF', 'COPS4')",-0.953863935014
"('AATF', 'COPS5')",-0.277525997475
"('AATF', 'COQ2')",0.699401800715
"('AATF', 'COX16')",0.0229923484375
"('AATF', 'COX5A')",0.457156142969
"('AATF', 'COX6C')",1.09222429752
"('AATF', 'COX7C')",0.791536649624
"('AATF', 'CSTF3')",1.71754824459
"('AATF', 'CTNNBL1')",1.95439625361
"('AATF', 'CYB5B')",0.185762953845
"('AATF', 'DAP3')",0.633626257205
"('AATF', 'DARS')",0.63705635965
"('AATF', 'DCAF7')",1.16766913158
"('AATF', 'DCTN2')",0.423886198362
"('AATF', 'DCTN4')",0.23992030539
"('AATF', 'DDX18')",-0.323443505834
"('AATF', 'DDX46')",-0.21299016966
"('AATF', 'DHODH')",1.4311324018
"('AATF', 'DHX37')",-0.0784589250402
"('AATF', 'DICER1')",0.207138777478
"('AATF', 'DLST')",1.55005754862
"('AATF', 'DNA2')",-0.318112112506
"('AATF', 'DNTTIP2')",-1.16325413156
"('AATF', 'DONSON')",3.04954252396
"('AATF', 'DYNC1H1')",0.0559920308469
"('AATF', 'EBNA1BP2')",-0.209527269716
"('AATF', 'EEF1G')",1.23456817593
"('AATF', 'EFR3A')",-0.0839501385768
"('AATF', 'EIF2B5')",2.40907476224
"('AATF', 'EIF3C')",-1.08794857128
"('AATF', 'EIF3D')",0.908553776259
"('AATF', 'EIF3H')",2.19735512823
"('AATF', 'EIF3M')",0.619578043402
"('AATF', 'EIF4A1')",0.569368400421
"('AATF', 'EIF4G1')",-0.513395302203
"('AATF', 'EIF5B')",0.694526822501
"('AATF', 'EIF6')",0.475992219902
"('AATF', 'ELP4')",0.0861012339791
"('AATF', 'EMC1')",-0.550086186791
"('AATF', 'EMC2')",0.224109115211
"('AATF', 'EMC4')",-0.782082855403
"('AATF', 'EMC6')",-0.843006152763
"('AATF', 'EMC7')",-0.83160252462
"('AATF', 'EMG1')",-0.852875640311
"('AATF', 'ERH')",0.654928165932
"('AATF', 'EXOSC2')",-0.47682281952
"('AATF', 'EXOSC4')",-0.34270742306
"('AATF', 'EXOSC6')",0.446554621037
"('AATF', 'EXOSC9')",-0.429226975802
"('AATF', 'FAM208A')",-0.374821813121
"('AATF', 'FAM50A')",1.15055464269
"('AATF', 'FAM98B')",1.14008461837
"('AATF', 'FARSA')",-1.88665382397
"('AATF', 'FARSB')",0.532889629219
"('AATF', 'FBXO28')",0.0896954995931
"('AATF', 'FDPS')",0.663982287443
"('AATF', 'FH')",-0.77973113591
"('AATF', 'FIP1L1')",-0.100510031049
"('AATF', 'GEMIN2')",0.962624110706
"('AATF', 'GEMIN4')",0.548952150928
"('AATF', 'GFER')",0.0273722240967
"('AATF', 'GFI1B')",3.06568537497
"('AATF', 'GINS4')",0.971330575759
"('AATF', 'GNL2')",1.14300430445
"('AATF', 'GNL3L')",-0.259856006476
"('AATF', 'GNPAT')",0.0199455316567
"('AATF', 'GOLT1B')",0.218960421079
"('AATF', 'GPN3')",-0.373516946847
"('AATF', 'GTF2E1')",1.85265012676
"('AATF', 'GTF2H1')",2.55359184574
"('AATF', 'GTF2H4')",0.25632628185
"('AATF', 'GTF3C3')",1.30036669903
"('AATF', 'GTPBP4')",-0.025089749674
"('AATF', 'HBS1L')",2.00446359938
"('AATF', 'HCCS')",-1.76781974224
"('AATF', 'HSCB')",1.35906387159
"('AATF', 'HUS1')",-1.10428309299
"('AATF', 'HYPK')",0.830417187242
"('AATF', 'IARS')",0.840582610231
"('AATF', 'ICT1')",-1.58093570263
"('AATF', 'IMPDH2')",-0.10650816397
"('AATF', 'INTS3')",-0.293722947315
"('AATF', 'INTS5')",-0.425480938876
"('AATF', 'KARS')",0.618168342824
"('AATF', 'KCTD10')",-0.676317762326
"('AATF', 'KDM1A')",0.0271817512316
"('AATF', 'KIAA1731')",-1.61009937627
"('AATF', 'KIF11')",-1.23667865695
"('AATF', 'KIF14')",1.45240749212
